iter	Logloss
147	0.001092634716
148	0.001087050223
149	0.001084412598
150	0.001082494395
151	0.001080394998
152	0.001078337979
153	0.001070069382
154	0.001068681558
155	0.001063767105
156	0.001061094499
157	0.00105538798
158	0.001052098127
159	0.001047979905
160	0.001046105457
161	0.001041794452
162	0.001039489938
163	0.001037731217
164	0.001035635918
165	0.001030418475
166	0.001028956162
167	0.001026845327
168	0.001024982927
169	0.00102453548
170	0.001022538715
171	0.001020585126
172	0.001019030079
173	0.001017072937
174	0.001011453834
175	0.001010251974
176	0.001006576875
177	0.001000721418
178	0.0009982589821
179	0.0009964148216
180	0.0009942396945
181	0.0009922241567
182	0.0009904755641
183	0.000988636146
184	0.0009841088134
185	0.000982245911
186	0.0009807944428
187	0.0009791914953
188	0.0009776323813
189	0.0009760731918
190	0.0009743109996
191	0.0009726684416
192	0.0009710918803
193	0.0009670227288
194	0.0009628864331
195	0.0009595393646
196	0.0009586406286
197	0.0009559562381
198	0.0009547523656
199	0.0009539459962
200	0.0009519490491
201	0.0009493089995
202	0.0009476588874
203	0.0009461731196
204	0.0009448370381
205	0.0009418389828
206	0.0009405885687
207	0.0009386645217
208	0.0009326794226
209	0.000931081329
210	0.0009294328683
211	0.0009264209259
212	0.0009253198338
213	0.0009238426211
214	0.0009228215877
215	0.000917037751
216	0.0009135635956
217	0.000908226663
218	0.0009069285841
219	0.0009055403988
220	0.0008977772678
221	0.0008930778127
222	0.0008914986763
223	0.0008888479317
224	0.0008873193448
225	0.0008850771393
226	0.0008811064662
227	0.0008774516568
228	0.0008733226252
229	0.0008714678435
230	0.0008689735156
231	0.0008673143309
232	0.0008659456523
233	0.000864361176
234	0.0008578088807
235	0.0008567842876
236	0.0008557537797
237	0.0008544846926
238	0.0008533124772
239	0.0008497426879
240	0.0008461581455
241	0.0008440200598
242	0.0008425893721
243	0.0008388632277
244	0.0008377767577
245	0.0008316434352
246	0.000830461625
247	0.0008299574954
248	0.0008291320189
249	0.0008249119312
250	0.0008211996062
251	0.0008145161926
252	0.0008106097973
253	0.0008001613769
254	0.000796456578
255	0.0007953285271
256	0.0007930743222
257	0.0007911620248
258	0.0007893962308
259	0.0007811815887
260	0.0007776262159
261	0.0007758915145
262	0.0007735982209
263	0.0007724332129
264	0.0007714983144
265	0.0007705517217
266	0.0007682088887
267	0.0007630185065
268	0.0007607701925
269	0.000758846938
270	0.0007557056714
271	0.0007527476504
272	0.0007520109862
273	0.000749087355
274	0.0007468822479
275	0.0007457112958
276	0.0007386660322
277	0.0007370897901
278	0.0007327762131
279	0.0007269600001
280	0.0007245687883
281	0.0007202996796
282	0.0007195391003
283	0.0007181529141
284	0.0007114569861
285	0.0007089573581
286	0.00070492581
287	0.0007026974408
288	0.0006996372966
289	0.0006974054834
290	0.0006922975169
291	0.0006900260369
292	0.0006856983461
293	0.0006828282165
294	0.0006805414917
295	0.0006791059878
296	0.0006778830265
297	0.0006714698054
298	0.0006677298008
299	0.0006640011187
300	0.0006626369272
301	0.0006605769356
302	0.0006582037343
303	0.0006551808322
304	0.0006520265902
305	0.0006510814122
306	0.0006483791815
307	0.0006466887547
308	0.0006444211142
309	0.000642771145
310	0.0006393125493
311	0.0006352657482
312	0.0006327535504
313	0.0006303545271
314	0.0006277029222
315	0.0006259861786
316	0.0006250616978
317	0.0006188474191
318	0.0006166805475
319	0.0006108561729
320	0.0006069639066
321	0.000605350701
322	0.000603185982
323	0.0006006376738
324	0.0005998627538
325	0.0005976774779
326	0.0005973136268
327	0.0005928654752
328	0.0005918163117
329	0.0005895736924
330	0.0005875351349
331	0.0005845548097
332	0.0005838546179
333	0.0005808513238
334	0.0005774485924
335	0.0005757102548
336	0.0005740875978
337	0.0005734644803
338	0.0005716017345
339	0.0005689062866
340	0.000566646797
341	0.0005647711381
342	0.0005623336019
343	0.0005620054411
344	0.0005587817159
345	0.0005585644599
346	0.0005568301436
347	0.0005551973605
348	0.0005536153109
349	0.0005524879865
350	0.0005520293531
351	0.0005494452021
352	0.0005490461444
353	0.0005469505647
354	0.0005455309688
355	0.0005438863296
356	0.0005434019629
357	0.0005430460076
358	0.0005417130237
359	0.0005409639847
360	0.0005384635325
361	0.000537967745
362	0.0005362831603
363	0.0005295032271
364	0.0005278328741
365	0.0005274102841
366	0.0005267433175
367	0.0005254612135
368	0.0005240733893
369	0.0005228101803
370	0.0005210554601
371	0.0005199608724
372	0.0005181765605
373	0.0005173891521
374	0.0005135526225
375	0.0005111177697
376	0.0005095905492
377	0.0005066267394
378	0.0005054459016
379	0.0005043632684
380	0.0005015473669
381	0.0005000317124
382	0.0004985668586
383	0.0004981331544
384	0.0004959548164
385	0.0004942729645
386	0.0004939876268
387	0.0004922508668
388	0.0004905356883
389	0.0004882745438
390	0.0004866091114
391	0.0004835353761
392	0.0004809511857
393	0.0004801049318
394	0.000479024173
395	0.0004775945986
396	0.0004758713961
397	0.0004741592896
398	0.0004720490654
399	0.0004670620026
400	0.0004653984962
401	0.0004637763419
402	0.000460915691
403	0.0004584866823
404	0.0004569227936
405	0.0004522376854
406	0.0004506448131
407	0.0004490786148
408	0.0004475594994
409	0.0004466815579
410	0.0004452673783
411	0.0004424546164
412	0.0004409876414
413	0.0004382335898
414	0.000436965289
415	0.0004360949439
416	0.0004346444948
417	0.0004320618222
418	0.0004304752939
419	0.0004279025444
420	0.0004273160383
421	0.0004231858551
422	0.0004217846181
423	0.0004192922522
424	0.0004184315477
425	0.0004171048272
426	0.0004155324413
427	0.0004151451426
428	0.0004128549488
429	0.0004110139323
430	0.0004089622446
431	0.000405996325
432	0.000405699245
433	0.0004048206103
434	0.0004019998255
435	0.000401756716
436	0.000399155117
437	0.0003973105421
438	0.00039700795
439	0.0003947369567
440	0.0003913523672
441	0.0003903207666
442	0.0003885451625
443	0.0003873075016
444	0.0003866867392
445	0.0003859643398
446	0.0003830696053
447	0.0003823145786
448	0.0003815818335
449	0.0003808866903
450	0.0003792375793
451	0.0003770082373
452	0.0003766878779
453	0.000374447387
454	0.0003731978204
455	0.0003719392657
456	0.0003709381599
457	0.000368016528
458	0.0003654516626
459	0.0003632866329
460	0.0003620233301
461	0.0003615190898
462	0.0003602339068
463	0.0003600309419
464	0.0003591358424
465	0.0003566902019
466	0.000353969107
467	0.0003512051875
468	0.0003505379403
469	0.0003499050053
470	0.0003479458924
471	0.0003467721707
472	0.0003437810153
473	0.0003425750298
474	0.0003404863547
475	0.0003394541652
476	0.0003367181074
477	0.0003356505965
478	0.0003345696349
479	0.0003309714458
480	0.0003295311682
481	0.0003285560176
482	0.0003279108594
483	0.0003249691847
484	0.000324328445
485	0.0003200730436
486	0.0003191055524
487	0.0003182107055
488	0.0003169053359
489	0.0003151592446
490	0.0003132640478
491	0.0003120824368
492	0.0003118591562
493	0.0003104839458
494	0.0003095973821
495	0.0003083093681
496	0.0003075935852
497	0.0003065439852
498	0.0003061587719
499	0.0003050442738
500	0.0003019801526
501	0.0003015162592
502	0.0003007140392
503	0.0002999524608
504	0.0002989535871
505	0.0002982047551
506	0.0002975315435
507	0.0002969246397
508	0.0002939724455
509	0.0002898671267
510	0.0002891552807
511	0.0002886030799
512	0.0002872855305
513	0.0002871183837
514	0.0002864642279
515	0.0002850198626
516	0.0002838162412
517	0.0002835073703
518	0.000283174837
519	0.0002807572779
520	0.0002798316229
521	0.0002794220648
522	0.0002791064669
523	0.0002780937423
524	0.0002775371291
525	0.0002771564528
526	0.0002749321428
527	0.0002741201332
528	0.0002734382814
529	0.0002725497023
530	0.0002712669749
531	0.0002690522209
532	0.0002680949864
533	0.0002663823774
534	0.0002643694361
535	0.0002633279935
536	0.0002622958955
537	0.0002601842873
538	0.0002594194546
539	0.0002580765098
540	0.0002573439003
541	0.0002566260617
542	0.0002558570027
543	0.0002539388401
544	0.0002536759376
545	0.0002517975404
546	0.0002511732981
547	0.0002499104262
548	0.000249535971
549	0.0002489494635
550	0.0002484933327
551	0.0002479016915
552	0.0002476547376
553	0.0002471429766
554	0.0002462635253
555	0.0002454061359
556	0.0002452744117
557	0.0002445498643
558	0.0002442554942
559	0.0002437544993
560	0.0002432784341
561	0.0002427980269
562	0.0002417309853
563	0.0002415746318
564	0.0002397288776
565	0.0002395958291
566	0.0002379951576
567	0.0002368943788
568	0.0002363360854
569	0.000236239779
570	0.0002359876056
571	0.0002357333064
572	0.0002356233512
573	0.0002351056111
574	0.000234580798
575	0.0002343778997
576	0.0002340377388
577	0.0002325742791
578	0.0002316843694
579	0.0002313769981
580	0.0002305902982
581	0.00023051756
582	0.0002298265115
583	0.0002294629688
584	0.0002289483225
585	0.000228352352
586	0.0002269789118
587	0.0002265386841
588	0.000225842927
589	0.0002254543403
590	0.0002237683564
591	0.000222937098
592	0.0002204230633
593	0.0002200368794
594	0.0002195747734
595	0.0002186912168
596	0.0002172725267
597	0.0002171280599
598	0.0002157790984
599	0.0002150700409
600	0.0002144375364
601	0.0002141268124
602	0.0002130543368
603	0.0002115698656
604	0.0002102723451
605	0.0002092548967
606	0.0002087435046
607	0.0002066469811
608	0.0002047295643
609	0.0002039426975
610	0.0002035623732
611	0.0002033362706
612	0.0002020127512
613	0.0002015212467
614	0.0002009300114
615	0.0002003733977
616	0.0002000008706
617	0.0001996800074
618	0.0001992345723
619	0.0001985376254
620	0.0001983736448
621	0.0001954351074
622	0.0001941556585
623	0.0001927674554
624	0.0001917891398
625	0.0001916252694
626	0.0001915163607
627	0.0001913681038
628	0.0001908096515
629	0.000190271542
630	0.0001899160927
631	0.0001897542519
632	0.0001892070027
633	0.0001887412898
634	0.0001881702338
635	0.0001872634884
636	0.0001871993362
637	0.0001867948464
638	0.0001866692415
639	0.0001859167438
640	0.0001857182248
641	0.0001854642913
642	0.0001853585724
643	0.0001847310406
644	0.0001844081791
645	0.00018413581
646	0.0001825516974
647	0.0001823550827
648	0.0001821315653
649	0.0001819998873
650	0.0001817744179
651	0.0001815482589
652	0.0001804547735
653	0.0001801653179
654	0.0001800507574
655	0.0001796600533
656	0.0001793464736
657	0.0001791754938
658	0.0001787272916
659	0.0001772307987
660	0.0001768830742
661	0.0001760828348
662	0.0001759273259
663	0.0001748875898
664	0.000173490913
665	0.0001733528428
666	0.000172979177
667	0.0001722867834
668	0.000171788523
669	0.0001697578805
670	0.0001694378979
671	0.0001689462839
672	0.0001688600671
673	0.0001683338148
674	0.0001681870743
675	0.0001658497959
676	0.0001655875881
677	0.0001653010811
678	0.0001650165082
679	0.0001645794758
680	0.000164390772
681	0.0001639795721
682	0.0001635476171
683	0.0001633109376
684	0.0001631119517
685	0.0001628191146
686	0.0001621705748
687	0.0001620150874
688	0.0001619549668
689	0.0001618020451
690	0.0001615783445
691	0.0001613703012
692	0.0001610113722
693	0.0001608358775
694	0.0001604203928
695	0.0001602129208
696	0.000159791937
697	0.0001597019886
698	0.0001591281446
699	0.0001586898797
700	0.0001583289719
701	0.0001575328263
702	0.0001564197947
703	0.0001557324695
704	0.0001554895753
705	0.0001550779222
706	0.0001539294348
707	0.0001535963107
708	0.0001532645459
709	0.0001529283157
710	0.0001528700116
711	0.0001525688965
712	0.0001521980092
713	0.0001516802111
714	0.000150799183
715	0.0001505255677
716	0.0001499669145
717	0.0001495776846
718	0.0001494100735
719	0.0001492340729
720	0.000148976537
721	0.0001482862697
722	0.0001480774408
723	0.0001480110381
724	0.0001470352548
725	0.0001465764783
726	0.000146470383
727	0.0001463987635
728	0.0001460630292
729	0.0001459357676
730	0.0001451415833
731	0.000145059375
732	0.0001449555827
733	0.0001444851931
734	0.0001444410218
735	0.0001442859813
736	0.0001440418485
737	0.0001439151281
738	0.0001438480005
739	0.0001434826754
740	0.0001434473758
741	0.0001428839447
742	0.0001428067321
743	0.0001420684011
744	0.0001418858752
745	0.0001417902438
746	0.0001417438412
747	0.0001413332856
748	0.0001411054346
749	0.0001408976099
750	0.0001405558079
751	0.0001404147073
752	0.0001403043706
753	0.0001402384833
754	0.0001401043444
755	0.0001399307434
756	0.0001392172897
757	0.0001386547459
758	0.0001384464527
759	0.0001383761332
760	0.0001380796976
761	0.0001378004749
762	0.0001375251175
763	0.0001374997118
764	0.0001367340414
765	0.0001365289573
766	0.0001363521932
767	0.0001361607652
768	0.0001359217887
769	0.0001355480248
770	0.0001354778525
771	0.0001348371545
772	0.0001340061408
773	0.0001339140988
774	0.0001336106276
775	0.0001334472187
776	0.0001331964802
777	0.0001330652807
778	0.0001329503668
779	0.0001326419038
780	0.0001325481921
781	0.0001323901578
782	0.0001321150108
783	0.0001320512217
784	0.0001318853198
785	0.0001315895032
786	0.0001314242522
787	0.0001311878191
788	0.0001297601495
789	0.0001292178118
790	0.0001289592465
791	0.0001288808087
792	0.00012883146
793	0.000128772616
794	0.0001282342266
795	0.0001280915972
796	0.0001280034075
797	0.0001274324792
798	0.0001266407834
799	0.0001263685665
800	0.0001263057047
801	0.0001262567755
802	0.0001261829948
803	0.0001255149686
804	0.0001254049998
805	0.0001250162847
806	0.0001247252398
807	0.0001246029295
808	0.0001245692327
809	0.0001243366177
810	0.0001242901707
811	0.0001240922133
812	0.000123937637
813	0.0001238911038
814	0.000123744743
815	0.0001235588436
816	0.0001234659668
817	0.0001233009647
818	0.000123109426
819	0.0001228832834
820	0.0001223564946
821	0.0001221872578
822	0.0001220555466
823	0.000122002897
824	0.0001217653913
825	0.000121369279
826	0.0001211457802
827	0.0001209615219
828	0.0001208168587
829	0.0001206095892
830	0.0001202974178
831	0.0001202510765
832	0.0001201073762
833	0.0001199327006
834	0.0001192121627
835	0.0001191634245
836	0.0001191218241
837	0.0001188621837
838	0.0001186964617
839	0.0001185284244
840	0.0001184726071
841	0.0001183922357
842	0.0001180801815
843	0.0001179446286
844	0.0001172303895
845	0.0001171281625
846	0.0001170473751
847	0.000116647128
848	0.0001163794117
849	0.0001162380895
850	0.000116025977
851	0.0001159735209
852	0.0001157312588
853	0.0001155281613
854	0.0001154562222
855	0.0001152852459
856	0.0001151308631
857	0.0001146740015
858	0.0001143409182
859	0.0001141851645
860	0.0001140419808
861	0.0001139563835
862	0.0001137077164
863	0.0001135262024
864	0.0001133877381
865	0.0001132789444
866	0.0001128792257
867	0.0001128019705
868	0.0001125454323
869	0.0001124715286
870	0.0001123451479
871	0.0001121485131
872	0.0001114766301
873	0.0001113106704
874	0.0001111113519
875	0.0001109754509
876	0.0001109174288
877	0.0001108598583
878	0.0001106265161
879	0.0001104593868
880	0.0001103107348
881	0.0001100967269
882	0.0001099106249
883	0.0001098549616
884	0.0001093098296
885	0.0001092014739
886	0.0001089974094
887	0.0001089631862
888	0.0001085974613
889	0.000108199219
890	0.0001080906573
891	0.000108073376
892	0.0001080012475
893	0.0001078579241
894	0.0001073072968
895	0.0001060796327
896	0.0001058462765
897	0.0001056721777
898	0.0001055552394
899	0.0001051825231
900	0.0001050445707
901	0.0001049440286
902	0.0001048793466
903	0.0001048067659
904	0.0001044058304
905	0.000104363464
906	0.0001042502726
907	0.0001041464344
908	0.0001037425484
909	0.000103495864
910	0.0001032223841
911	0.0001030933641
912	0.0001028441014
913	0.0001026238812
914	0.000102335991
915	0.0001021373377
916	0.0001020287409
917	0.0001016865183
918	0.0001014077098
919	0.0001003678574
920	0.0001002601252
921	0.0001001932303
922	0.0001000658398
923	0.0001000442655
924	0.0001000243676
925	9.995620877e-05
926	9.98678179e-05
927	9.979465554e-05
928	9.97549427e-05
929	9.965722029e-05
930	9.956659348e-05
931	9.92729902e-05
932	9.911524872e-05
933	9.900845634e-05
934	9.880649968e-05
935	9.880631402e-05
936	9.87608848e-05
937	9.8673217e-05
938	9.860533599e-05
939	9.834065082e-05
940	9.825314744e-05
941	9.768339528e-05
942	9.739086695e-05
943	9.732784367e-05
944	9.720918542e-05
945	9.701880794e-05
946	9.653864185e-05
947	9.64121009e-05
948	9.610124309e-05
949	9.597133761e-05
950	9.587400053e-05
951	9.576805618e-05
952	9.571261366e-05
953	9.554134769e-05
954	9.521390873e-05
955	9.458506555e-05
956	9.452518569e-05
957	9.441714541e-05
958	9.383595087e-05
959	9.354743895e-05
960	9.336061878e-05
961	9.284715391e-05
962	9.271590575e-05
963	9.230585036e-05
964	9.221466791e-05
965	9.212936336e-05
966	9.204473772e-05
967	9.179217046e-05
968	9.153362569e-05
969	9.136589943e-05
970	9.123288429e-05
971	9.101830231e-05
972	9.065265255e-05
973	9.053715373e-05
974	9.048521622e-05
975	9.034240808e-05
976	9.01097961e-05
977	9.006059655e-05
978	9.001838307e-05
979	8.97945616e-05
980	8.967062061e-05
981	8.946461084e-05
982	8.939728255e-05
983	8.880851119e-05
984	8.823110461e-05
985	8.78730654e-05
986	8.763639983e-05
987	8.742493076e-05
988	8.723055821e-05
989	8.711247062e-05
990	8.686139857e-05
991	8.674553612e-05
992	8.662419209e-05
993	8.65732012e-05
994	8.647704286e-05
995	8.644513027e-05
996	8.641570441e-05
997	8.632737511e-05
998	8.622015325e-05
999	8.613448484e-05
